"playerID","yearID","teamID","lgID","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","IBB","SO","SH","SF","HBP","GIDP"
"JBand1",2009,"Bourne Braves","Cape Cod League",3,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
"MGrass2",2009,"Falmouth Commodores","Cape Cod League",5,10,1,3,0,0,0,2,0,0,0,0,0,2,0,0,0
"MHolli3",2008,"Cotuit Kettleers","Cape Cod League",15,47,7,7,3,0,1,7,0,0,8,0,10,1,2,2,1
"DIngui4",2009,"Yarmouth-Dennis Red Sox","Cape Cod League",4,8,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0
"DIngui4",2010,"Danbury Westerners","New England Collegiate League",40,148,17,44,7,0,2,22,9,4,15,0,24,1,0,1,5
"BLaRos5",2009,"Bourne Braves","Cape Cod League",8,22,1,5,0,0,0,4,0,0,1,0,6,0,0,0,1
"SMcNee6",2008,"Falmouth Commodores","Cape Cod League",2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"DFulk9",2010,"Carolina Stingers","Southern Collegiate League",9,26,0,3,0,0,0,2,0,0,1,0,2,0,0,0,2
"KWhitm10",2010,"Morganton Aggies","Southern Collegiate League",41,136,28,39,6,1,9,27,1,0,16,0,35,0,3,5,4
"JTaylo11",2010,"Carolina Chaos","Southern Collegiate League",7,14,1,2,1,0,0,3,1,0,2,0,5,0,1,2,0
"JTaylo11",2011,"Carolina Chaos","Southern Collegiate League",20,49,7,15,3,0,0,12,1,1,3,0,10,0,0,2,1
"JTaylo11",2012,"Carolina Chaos","Southern Collegiate League",9,22,4,4,3,0,0,4,0,0,4,0,4,0,0,0,0
"ZGoody12",2010,"Carolina Stingers","Southern Collegiate League",6,17,0,3,0,0,0,1,0,0,1,0,6,0,0,1,1
"ARiser13",2010,"Carolina Chaos","Southern Collegiate League",6,13,0,1,0,0,0,1,0,0,3,0,6,0,1,1,1
"WWatso14",2010,"Athletes in action","Alaska Summer League",46,164,18,52,2,1,0,11,9,1,13,0,15,1,1,9,4
"TWinda15",2010,"Athletes in action","Alaska Summer League",48,163,33,44,1,0,0,17,11,1,15,0,22,5,0,2,3
"AParne16",2010,"Athletes in action","Alaska Summer League",43,149,31,42,11,2,3,23,13,1,11,0,25,4,5,7,1
"HPrice17",2010,"Athletes in action","Alaska Summer League",37,113,8,28,4,1,0,10,0,0,10,0,16,3,0,1,2
"CDibel18",2010,"Athletes in action","Alaska Summer League",22,49,2,9,1,0,0,3,1,0,6,0,17,0,0,0,1
"MYouts19",2010,"Carolina Stingers","Southern Collegiate League",10,17,1,3,0,0,0,2,0,0,2,0,6,1,0,0,0
"JDeboe20",2010,"Athletes in action","Alaska Summer League",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DHawes21",2010,"Athletes in action","Alaska Summer League",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DBrown23",2010,"Wisconsin Rapids Rafters","Northwoods League",56,145,21,32,4,1,0,3,16,3,20,0,29,4,0,5,2
"JAstor24",2010,"Waterloo Bucks","Northwoods League",55,173,28,50,12,2,2,17,1,1,38,0,22,4,1,7,3
"SFeine25",2010,"Outer Banks Daredevils","Coastal Plain League",54,199,18,50,13,0,4,21,10,4,16,0,61,6,1,5,2
"DAllbr26",2010,"Brainerd Lakes Area Lunkers","Northwoods League",54,207,16,47,6,0,2,24,1,1,12,0,39,7,0,3,4
"KDeese27",2010,"Asheboro Copperheads","Coastal Plain League",52,205,23,50,9,0,8,33,1,0,13,0,44,1,1,2,3
"MWilli28",2010,"Wilmington Sharks","Coastal Plain League",52,176,21,45,6,0,1,12,11,2,22,0,51,3,0,0,1
"JBenke29",2010,"St. Cloud River Bats","Northwoods League",52,148,29,35,13,0,4,28,4,2,25,0,25,2,1,2,2
"NFadne30",2010,"Eau Claire Express","Northwoods League",52,200,47,61,5,2,2,20,13,6,24,0,16,4,0,0,3
"KMorri31",2010,"Wilson Tobs","Coastal Plain League",51,190,22,56,6,0,0,28,8,3,18,0,20,5,2,11,1
"KMorri31",2011,"Wilson Tobs","Coastal Plain League",51,189,34,60,3,2,0,18,10,1,29,0,25,3,0,6,2
"BArias32",2010,"Columbia Blowfish","Coastal Plain League",50,189,33,50,10,1,3,30,45,11,17,0,42,0,4,12,2
"ESanto33",2010,"Florence RedWolves","Coastal Plain League",50,188,33,53,8,0,7,37,4,2,23,0,32,0,3,4,1
"ESanto33",2011,"Morehead City Marlins","Coastal Plain League",10,25,4,4,0,0,0,4,0,0,5,0,6,1,2,1,0
"CPack34",2010,"Martinsville Mustangs","Coastal Plain League",49,155,18,31,5,0,4,23,2,1,31,0,52,0,0,5,3
"PShuey35",2010,"Morehead City Marlins","Coastal Plain League",49,175,16,45,7,0,3,24,4,0,12,0,39,5,1,1,1
"CVia36",2010,"Gastonia Grizzlies","Coastal Plain League",49,165,23,43,4,0,0,10,13,4,26,0,42,5,0,7,3
"DJones37",2010,"Columbia Blowfish","Coastal Plain League",47,136,18,29,2,0,1,8,25,4,25,0,42,5,0,1,1
"SWei-T38",2010,"Anchorage Bucs","Alaska Summer League",46,151,15,41,5,1,0,6,4,0,15,0,19,0,0,1,0
"NArana39",2010,"Wilson Tobs","Coastal Plain League",46,163,25,48,8,2,0,25,16,5,19,0,29,4,5,2,1
"RDaugh40",2010,"Wilson Tobs","Coastal Plain League",46,167,22,47,10,1,7,33,8,4,12,0,40,3,1,4,1
"RDaugh40",2011,"Wilson Tobs","Coastal Plain League",31,110,19,40,7,0,4,17,7,0,4,0,24,0,1,6,1
"DMarks41",2010,"St. Cloud River Bats","Northwoods League",46,156,18,41,7,1,2,22,1,0,10,0,17,1,3,2,3
"NFrede42",2010,"Moses Lake Pirates","West Coast League",46,187,26,59,8,1,2,32,12,4,13,0,24,1,3,1,5
"ZGagno43",2010,"Kitsap Bluejackets","West Coast League",46,178,33,49,10,1,0,27,14,4,19,0,33,2,2,6,5
"BSchwa44",2010,"Matsu Miners","Alaska Summer League",45,157,34,66,10,1,0,13,6,0,16,0,14,0,2,9,0
"BSchwa44",2011,"Sedalia Bombers","MINK League",37,150,29,40,6,3,0,10,8,2,18,0,14,2,1,2,3
"WThorp45",2010,"Thunder Bay Border Cats","Northwoods League",45,140,21,34,6,0,0,10,2,0,10,0,17,5,0,15,5
"WThorp45",2011,"Thunder Bay Border Cats","Northwoods League",3,11,2,1,1,0,0,0,0,0,1,0,2,0,0,1,0
"SRoger46",2010,"Front Royal Cardinals","Valley League",45,121,12,24,1,1,0,9,7,1,10,0,39,1,0,0,2
"TBridg47",2010,"Wenatchee Apple Sox","West Coast League",45,179,35,46,9,1,0,9,7,2,13,0,22,10,1,6,5
"DDilla48",2010,"Corvallis Knights","West Coast League",45,160,25,37,3,1,5,25,13,3,11,0,32,2,2,9,3
"HHolne51",2010,"Petersburg Generals","Coastal Plain League",44,140,17,26,3,0,0,3,6,1,15,0,47,3,1,1,1
"RMccor52",2010,"Columbia Blowfish","Coastal Plain League",44,113,16,30,4,0,0,15,15,8,23,0,14,5,1,6,0
"RWeave53",2010,"Martinsville Mustangs","Coastal Plain League",44,131,17,33,6,1,1,17,17,4,12,0,46,4,3,2,0
"ESchul54",2010,"Battle Creek Bombers","Northwoods League",44,150,15,34,5,2,1,9,4,5,16,0,24,2,1,2,6
"JBagbe55",2010,"Staunton Braves","Valley League",44,138,25,40,7,0,6,20,3,2,19,0,35,0,1,2,3
"JBagbe55",2011,"Staunton Braves","Valley League",42,156,28,48,8,1,6,21,1,0,30,0,33,0,1,0,6
"DBlade56",2010,"Moses Lake Pirates","West Coast League",44,162,27,46,3,1,1,24,28,6,19,0,29,9,1,2,5
"DBlade56",2011,"Team Vegas","California Collegiate League",32,108,26,33,8,0,1,16,8,1,21,0,30,1,1,4,0
"DBlade56",2012,"Team Vegas","California Collegiate League",15,43,16,16,1,0,0,11,7,1,12,0,8,0,0,0,0
"JSikor57",2010,"Alaska Goldpanners","Alaska Summer League",43,131,14,36,13,1,1,28,4,1,16,0,30,0,3,0,1
"JWhart58",2010,"Santa Barbara Foresters","California Collegiate League",43,153,31,41,5,1,8,30,2,1,15,0,39,0,2,6,1
"JWhart58",2011,"Santa Barbara Foresters","California Collegiate League",42,128,35,42,13,1,7,34,6,0,26,0,37,2,1,9,0
"JWhart58",2012,"Brazos Valley Bombers","Texas Collegiate League",42,143,27,44,14,0,6,34,2,3,19,0,26,1,3,7,2
"GJenki59",2010,"Petersburg Generals","Coastal Plain League",43,103,18,22,3,0,4,11,6,1,30,0,34,3,0,5,1
"APotte60",2010,"Gastonia Grizzlies","Coastal Plain League",43,135,15,30,8,0,2,17,1,2,16,0,52,2,2,2,0
"APotte60",2011,"Gastonia Grizzlies","Coastal Plain League",2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"TDavis61",2010,"Asheville Redbirds","Southern Collegiate League",43,157,30,45,7,3,1,11,24,5,19,0,29,1,0,2,1
"JHuber62",2010,"Harrisonburg Turks","Valley League",43,129,20,25,5,1,1,12,3,1,18,0,37,2,1,2,0
"CLove63",2010,"Rockbridge Rapids","Valley League",43,167,23,42,11,0,6,23,3,2,16,0,40,0,0,0,3
"NSydno64",2010,"Southern Maryland Nationals","Cal Ripken League",42,139,20,34,5,1,3,19,13,3,30,0,27,3,0,0,2
"NSydno64",2011,"Southern Maryland Nationals","Cal Ripken League",39,141,32,39,12,2,2,23,12,2,18,0,27,0,2,0,2
"GKeen65",2010,"Wilson Tobs","Coastal Plain League",42,99,16,22,5,0,0,8,1,4,19,0,21,3,1,7,1
"JOlson66",2010,"Alfred Thunder","New York Collegiate",42,157,29,45,6,2,0,13,12,2,16,0,25,2,0,4,3
"NShipp67",2010,"Alfred Thunder","New York Collegiate",42,125,16,22,6,3,0,12,3,2,13,0,36,2,0,4,3
"BMercu68",2010,"Asheville Redbirds","Southern Collegiate League",42,136,13,33,5,0,2,17,4,0,12,0,26,3,0,2,1
"AMccai69",2010,"East Texas PumpJacks","Texas Collegiate League",42,141,20,34,7,0,0,17,6,4,19,0,19,0,0,0,0
"JMcelr70",2010,"Brazos Valley Bombers","Texas Collegiate League",42,142,22,28,4,2,0,19,10,3,20,0,31,0,0,0,0
"PBrasw71",2010,"Staunton Braves","Valley League",42,163,18,46,8,1,2,19,7,4,9,0,28,4,0,1,2
"AMatth72",2010,"Walla Walla Sweets","West Coast League",42,130,9,29,5,1,1,13,6,4,10,0,42,1,0,8,3
"TPavel73",2010,"Moses Lake Pirates","West Coast League",42,149,7,37,4,0,1,15,3,4,13,0,33,7,0,2,4
"TPavel73",2011,"Omaha Diamond Spirit","MINK League",24,68,9,23,3,0,0,9,3,4,4,0,8,2,2,2,3
"RSheek74",2010,"Cowlitz Black Bears","West Coast League",42,157,20,41,12,1,1,20,6,4,13,0,31,3,1,8,2
"DSchul75",2010,"SLO Rattlers","California Collegiate League",41,153,23,37,3,1,0,15,7,3,10,0,41,4,2,0,1
"ZCaldw76",2010,"Nevada Griffons","MINK League",41,151,36,45,6,1,2,18,24,6,27,0,10,3,1,4,3
"RFuent77",2010,"Hornell Dodgers","New York Collegiate",41,150,23,35,5,2,1,15,5,0,9,0,13,3,0,1,6
"DHall78",2010,"Niagara Power","New York Collegiate",41,147,23,38,6,0,0,24,12,3,19,0,14,7,0,17,8
"JMangu80",2010,"Morganton Aggies","Southern Collegiate League",41,133,26,37,9,1,1,26,0,0,21,0,17,0,2,2,1
"SGlove81",2010,"Columbia Blowfish","Coastal Plain League",40,120,13,22,8,0,0,13,7,2,15,0,38,2,3,3,1
"BDoyon82",2010,"Sanford Mainers","New England Collegiate League",40,105,14,23,4,2,2,9,7,2,11,0,32,0,2,7,2
"JMarti83",2010,"Bristol Collegiate","New England Collegiate League",40,136,13,38,6,1,0,17,3,3,30,0,19,3,0,2,3
"DGlenn84",2010,"Niagara Power","New York Collegiate",40,165,27,51,4,0,0,28,18,4,21,0,19,3,0,6,2
"JSnyde85",2010,"Elmira Pioneers","New York Collegiate",40,145,32,49,7,2,1,26,13,1,25,0,23,2,0,6,0
"MVanam86",2010,"Alfred Thunder","New York Collegiate",40,131,19,32,6,0,0,19,1,2,17,0,24,1,0,3,4
"MDisco87",2010,"Carolina Chaos","Southern Collegiate League",40,126,22,49,15,1,0,21,9,4,20,0,13,0,3,2,2
"BMille88",2010,"Cowlitz Black Bears","West Coast League",40,146,22,48,6,1,2,25,10,5,15,0,22,0,2,6,5
"BMille88",2011,"Cowlitz Black Bears","West Coast League",49,164,35,44,6,1,0,16,13,4,36,0,23,3,3,11,5
"ASmeta90",2010,"Florence RedWolves","Coastal Plain League",39,108,18,28,6,0,2,13,5,3,6,0,36,2,1,5,3
"ASmeta90",2011,"Florence RedWolves","Coastal Plain League",29,75,10,12,2,0,2,5,1,0,5,0,29,4,0,3,1
"TTolli91",2010,"Lexington Hustlers","Great Lakes Collegiate League",39,154,29,47,1,0,0,3,15,19,13,0,21,6,0,3,3
"CTaran92",2010,"Chillicothe Mudcats","MINK League",39,116,15,34,5,0,0,10,1,0,10,0,7,5,0,3,7
"RLewis93",2010,"Laconia Muskrats","New England Collegiate League",39,148,28,38,6,2,1,10,17,4,16,0,21,5,0,3,5
"JVierr94",2010,"Niagara Power","New York Collegiate",39,148,13,35,5,0,0,18,3,0,11,0,9,1,0,7,0
"JDishm95",2010,"Bellingham Bells","West Coast League",39,139,12,26,5,1,0,17,18,1,10,0,22,5,3,5,5
"BLocke96",2010,"Bellingham Bells","West Coast League",39,137,22,39,8,2,3,23,3,0,12,0,25,1,4,3,1
"TBrant97",2010,"Riverhead Tomcats","Atlantic Collegiate",38,112,10,20,4,0,1,15,20,3,26,0,35,0,0,4,0
"CBulet98",2010,"Quakertown Blazers","Atlantic Collegiate",38,143,24,41,12,1,0,22,11,5,12,0,18,0,0,6,0
"HMejia99",2010,"Westhampton Aviators","Atlantic Collegiate",38,117,20,34,7,2,0,10,24,5,7,0,29,0,0,1,0
"NNolan100",2010,"Staten Island Tide","Atlantic Collegiate",38,138,21,44,14,3,2,27,5,3,14,0,23,0,0,2,0
"LRomeo101",2010,"Staten Island Tide","Atlantic Collegiate",38,113,22,33,5,0,0,13,0,2,21,0,22,0,0,2,0
"LRomeo101",2011,"Staten Island Tide","Atlantic Collegiate",4,14,2,3,0,0,0,0,0,0,1,0,2,0,0,0,0
"CCook102",2010,"Conejo Oaks","California Collegiate League",38,120,17,28,8,0,0,17,1,0,15,0,25,2,1,1,0
"KGiffo103",2010,"Lima Locos","Great Lakes Collegiate League",38,116,26,31,3,2,0,9,1,3,31,0,15,0,2,7,2
"DSpada104",2010,"Stark County Terriers","Great Lakes Collegiate League",38,122,18,38,5,2,1,20,2,3,8,0,17,2,1,3,0
"JWegen105",2010,"Sedalia Bombers","MINK League",38,123,27,35,8,0,5,24,5,2,23,0,17,2,3,6,5
"TRombi106",2010,"Laconia Muskrats","New England Collegiate League",38,119,12,28,4,0,0,11,6,4,10,0,31,4,0,3,4
"RSkinn108",2010,"Rockbridge Rapids","Valley League",38,121,14,28,3,0,0,18,2,1,18,0,29,4,4,1,2
"CBrook109",2010,"Kitsap Bluejackets","West Coast League",38,112,17,28,1,0,0,10,8,0,4,0,9,2,1,4,6
"MCitro110",2010,"Jersey Pilots","Atlantic Collegiate",37,133,27,45,4,4,3,19,20,7,19,0,30,0,0,11,0
"RMccar111",2010,"Long Island Collegians","Atlantic Collegiate",37,118,19,34,3,1,1,21,11,2,11,0,11,0,0,5,0
"TMcguc112",2010,"Jersey Pilots","Atlantic Collegiate",37,113,18,30,5,2,0,10,8,3,13,0,33,0,0,1,0
"TMcguc112",2011,"Jersey Pilots","Atlantic Collegiate",22,57,10,14,2,0,0,2,3,1,6,0,13,0,0,2,0
"ERoman113",2010,"Riverhead Tomcats","Atlantic Collegiate",37,116,13,28,5,0,0,10,7,3,21,0,28,0,0,5,0
"ERoman113",2011,"Riverhead Tomcats","Atlantic Collegiate",31,98,19,32,5,0,1,11,3,3,10,0,18,0,0,4,0
"ERoman113",2012,"North Fork Ospreys","Atlantic Collegiate",25,97,18,31,1,0,1,9,1,1,6,0,19,0,0,1,0
"TMitch114",2010,"Rockville Express","Cal Ripken League",37,131,12,39,7,2,2,17,3,1,9,0,10,0,1,3,2
"TKoons115",2010,"Conejo Oaks","California Collegiate League",37,117,19,23,5,0,0,9,3,0,15,0,30,1,2,2,1
"TKoons115",2011,"Conejo Oaks","California Collegiate League",30,72,14,22,9,1,0,13,1,1,5,0,9,0,0,3,1
"WSwoop116",2010,"Petersburg Generals","Coastal Plain League",37,79,11,16,2,0,0,4,0,0,7,0,28,1,0,0,1
"KRiley117",2010,"Lexington Hustlers","Great Lakes Collegiate League",37,130,16,31,2,0,3,22,0,1,17,0,24,0,2,4,3
"EShaw118",2010,"Delaware Cows","Great Lakes Collegiate League",37,133,32,46,4,0,0,10,17,19,15,0,22,7,0,3,0
"JHinkl119",2010,"Kauai Menehunes","Hawaii Collegiate League",37,128,25,38,6,1,0,29,21,4,35,0,13,0,2,2,3
"ABazan120",2010,"Omaha Diamond Spirit","MINK League",37,127,15,32,4,1,1,6,15,5,7,0,29,2,0,1,2
"ABazan120",2011,"Omaha Diamond Spirit","MINK League",16,47,11,14,2,0,0,9,3,0,4,0,8,2,0,2,1
"KGutch121",2010,"Excelsior Springs Cougars","MINK League",37,124,14,35,8,0,0,16,1,3,8,0,8,10,0,3,5
"NBarba122",2010,"AC Nitros","New York Collegiate",37,149,24,44,4,0,0,14,10,7,18,0,21,1,0,5,4
"JFahy123",2010,"Alfred Thunder","New York Collegiate",37,112,28,33,3,0,0,22,20,0,13,0,25,2,0,5,8
"JFahy123",2011,"Niagara Power","New York Collegiate",44,140,36,43,3,1,0,11,34,7,34,0,25,4,1,7,1
"JFahy123",2012,"Xenia Scouts","Great Lakes Collegiate League",38,139,24,40,4,0,1,7,24,4,29,0,29,3,0,9,2
"DGrimm124",2010,"MV Dawgs","New York Collegiate",37,135,21,27,6,0,0,6,11,1,18,0,17,0,0,3,7
"KJacks125",2010,"Albany Dutchmen","New York Collegiate",37,128,27,30,6,0,0,8,10,3,22,0,23,1,0,0,7
"BLucas126",2010,"Alfred Thunder","New York Collegiate",37,131,16,39,9,3,0,21,5,2,11,0,21,0,0,4,4
"BLucas126",2011,"Woodstock Bandits","Valley League",5,19,3,6,4,0,0,6,0,0,1,0,6,0,0,0,1
"JWilli127",2010,"Hornell Dodgers","New York Collegiate",37,122,24,27,4,0,0,12,1,1,15,0,15,2,0,9,3
"RBosti128",2010,"Morganton Aggies","Southern Collegiate League",37,136,27,45,9,3,1,20,10,0,10,0,24,1,0,2,0
"RBosti128",2011,"Asheboro Copperheads","Coastal Plain League",36,107,19,24,5,0,3,12,10,2,17,0,27,2,2,5,0
"DChris129",2010,"Morganton Aggies","Southern Collegiate League",37,124,25,38,6,1,0,13,6,2,11,0,12,3,0,5,1
"SGartm130",2010,"Rockbridge Rapids","Valley League",37,118,14,25,7,0,5,21,1,1,16,0,26,1,0,1,1
"JLoker131",2010,"Harrisonburg Turks","Valley League",37,117,12,27,6,1,0,5,3,2,15,0,19,2,0,1,2
"JLoker131",2011,"Harrisonburg Turks","Valley League",29,60,3,9,2,0,0,4,0,0,8,0,21,1,1,0,0
"BYaun132",2010,"Fayetteville SwampDogs","Coastal Plain League",36,88,11,16,3,0,0,2,2,2,19,0,22,0,0,2,0
"SBella133",2010,"DeLand Suns","Florida Collegiate League",36,153,26,39,1,1,0,6,24,0,9,0,22,0,1,3,0
"SBella133",2011,"DeLand Suns","Florida Collegiate League",40,164,30,49,2,0,0,8,31,4,3,0,33,6,0,7,5
"JWarmo135",2010,"DeLand Suns","Florida Collegiate League",36,123,12,32,3,0,1,11,2,1,20,0,19,2,1,2,2
"JWarmo135",2011,"DeLand Suns","Florida Collegiate League",39,127,19,37,9,1,1,19,7,1,25,0,28,1,0,2,2
"ZFrent136",2010,"Delaware Cows","Great Lakes Collegiate League",36,110,24,29,4,1,1,15,12,14,19,0,21,2,3,3,0
"KPark137",2010,"Hamilton Joes","Great Lakes Collegiate League",36,109,16,27,11,1,0,15,0,0,9,0,23,2,3,1,2
"ZCarte138",2010,"Nevada Griffons","MINK League",36,138,24,50,16,0,4,30,3,2,11,0,19,1,3,6,6
"RPeter139",2010,"Clarinda As","MINK League",36,144,27,47,17,2,0,19,12,6,13,0,18,1,1,4,5
"JBowro140",2010,"Watertown Wizards","New York Collegiate",36,128,12,30,5,1,0,11,1,0,5,0,21,0,0,2,4
"JBowro140",2011,"Grand Lake Mariners","Great Lakes Collegiate League",32,93,7,17,4,0,0,8,8,0,8,0,13,3,0,3,2
"VMalza142",2010,"AC Nitros","New York Collegiate",36,135,13,29,7,0,1,15,0,0,15,0,38,1,0,4,0
"JMille143",2010,"Geneva Red Wings","New York Collegiate",36,108,21,31,4,2,1,13,2,1,10,0,11,0,0,3,2
"CGebha144",2010,"Morganton Aggies","Southern Collegiate League",36,121,25,31,5,0,0,8,4,3,18,0,14,3,1,2,2
"DHarde145",2010,"Asheville Redbirds","Southern Collegiate League",36,96,8,19,4,0,0,8,2,0,9,0,18,1,1,3,6
"KCurti146",2010,"Riverhead Tomcats","Atlantic Collegiate",35,87,10,17,1,1,0,2,4,0,9,0,18,0,0,1,0
"RDiegu147",2010,"Torrington Titans","Atlantic Collegiate",35,115,13,33,11,0,3,16,0,0,9,0,36,0,0,2,0
"DHeski148",2010,"Long Island Collegians","Atlantic Collegiate",35,110,10,26,8,0,0,20,4,4,11,0,25,0,0,4,0
"ESchli149",2010,"Riverhead Tomcats","Atlantic Collegiate",35,108,5,27,2,0,0,9,2,0,16,0,17,0,0,0,0
"ESchli149",2011,"Riverhead Tomcats","Atlantic Collegiate",36,105,12,29,8,0,0,11,1,1,19,0,21,0,0,0,0
"DSnove150",2010,"SM Packers","California Collegiate League",35,130,26,28,4,1,0,15,16,1,14,0,35,6,1,8,1
"BWard151",2010,"Team Vegas","California Collegiate League",35,110,10,29,2,0,1,17,2,2,12,0,36,0,1,0,0
"BWard151",2011,"Team Vegas","California Collegiate League",15,39,3,10,0,0,1,4,1,1,5,0,12,0,0,0,0
"ACoron152",2010,"Orlando Mavericks","Florida Collegiate League",35,127,15,39,4,0,0,6,6,4,9,0,21,1,0,0,1
"ACoron152",2011,"Orlando Freedom","Florida Collegiate League",32,133,22,47,5,0,1,16,21,0,14,0,17,0,0,0,0
"MDarli153",2010,"Leesburg Lightning","Florida Collegiate League",35,139,10,35,4,1,1,20,1,2,10,0,14,0,0,1,6
"ACagha154",2010,"Stark County Terriers","Great Lakes Collegiate League",35,99,26,33,2,0,3,10,12,13,15,0,29,2,0,2,0
"ACagha154",2011,"Stark County Terriers","Great Lakes Collegiate League",37,106,18,31,6,0,1,14,7,0,18,0,27,2,0,7,2
"ABies155",2010,"Ozark Generals","MINK League",35,118,20,31,5,3,2,29,2,1,10,0,27,1,0,2,2
"CSolem156",2010,"Chillicothe Mudcats","MINK League",35,134,22,41,5,1,1,16,7,7,11,0,16,2,3,3,2
"DDwell158",2010,"New Bedford Bay Sox","New England Collegiate League",35,137,19,37,3,1,0,5,7,1,11,0,25,1,0,3,5
"TKuehl159",2010,"North Shore Navigators","New England Collegiate League",35,141,18,37,8,1,0,27,9,5,9,0,17,1,3,2,3
"NEnriq160",2010,"Battle Creek Bombers","Northwoods League",35,69,8,11,1,0,0,5,2,1,9,0,14,5,0,2,1
"OBertr161",2010,"Webster Yankees","New York Collegiate",35,124,20,29,2,0,0,22,0,0,13,0,18,1,0,0,5
"MClear162",2010,"Elmira Pioneers","New York Collegiate",35,138,15,42,7,0,0,21,2,2,8,0,36,0,0,3,2
"JJacob163",2010,"Elmira Pioneers","New York Collegiate",35,131,14,34,9,0,0,15,2,2,15,0,23,1,0,3,3
"BMille164",2010,"Cooperstown Hawkeyes","New York Collegiate",35,105,13,22,4,0,0,9,2,1,14,0,24,2,0,3,1
"BMille165",2010,"Geneva Red Wings","New York Collegiate",35,115,20,23,6,0,0,8,6,1,16,0,25,1,0,7,2
"ADozie166",2010,"Spartanburg Blue Eagles","Southern Collegiate League",35,111,22,35,2,2,0,10,8,2,28,0,26,0,0,0,0
"BReame167",2010,"Carolina Chaos","Southern Collegiate League",35,109,11,22,3,2,0,11,3,0,9,0,23,1,1,1,2
"DHerbe169",2010,"Southern Maryland Nationals","Cal Ripken League",34,103,8,26,4,0,0,13,3,1,12,0,20,2,0,2,3
"BDavis170",2010,"SM Packers","California Collegiate League",34,105,16,23,5,0,1,16,0,1,18,0,18,0,1,0,0
"CYack171",2010,"Team Vegas","California Collegiate League",34,114,13,25,2,0,0,7,5,2,9,0,32,1,0,1,1
"WNewma173",2010,"Sanford River Rats","Florida Collegiate League",34,117,17,30,2,0,0,14,5,2,20,0,22,1,1,1,4
"TReime174",2010,"Orlando Mavericks","Florida Collegiate League",34,127,17,26,8,0,2,9,0,0,6,0,28,0,0,5,2
"BPatte175",2010,"Waikiki Surfers","Hawaii Collegiate League",34,103,17,18,2,1,1,9,3,1,11,0,16,1,2,6,4
"CQuinn176",2010,"Nevada Griffons","MINK League",34,116,26,38,11,3,5,25,2,2,14,0,24,2,2,5,4
"RTorre177",2010,"Ozark Generals","MINK League",34,105,21,25,2,0,0,11,6,1,24,0,21,5,0,2,2
"BGrave178",2010,"North Shore Navigators","New England Collegiate League",34,126,25,37,4,1,2,13,2,2,10,0,13,0,0,6,1
"MPetty179",2010,"North Adams SteepleCats","New England Collegiate League",34,128,27,45,13,0,4,20,9,0,13,0,28,0,2,0,1
"AHaake180",2010,"Willmar Stingers","Northwoods League",34,95,17,22,4,0,2,15,0,0,13,0,29,1,0,3,1
"DOlson181",2010,"GF Golden Eagles","New York Collegiate",34,121,18,38,6,0,3,20,1,0,7,0,36,1,0,12,1
"KBower182",2010,"Carolina Chaos","Southern Collegiate League",34,94,22,20,7,0,1,7,2,2,16,0,21,0,0,6,3
"KMastr183",2010,"Statesville Owls","Southern Collegiate League",34,97,18,22,1,0,0,5,4,3,13,0,24,2,0,10,0
"GBoyd184",2010,"Corvallis Knights","West Coast League",34,94,11,26,4,0,0,5,1,0,6,0,16,7,1,1,1
"GBoyd184",2011,"Corvallis Knights","West Coast League",9,36,2,10,2,1,0,5,0,0,1,0,2,0,0,0,3
"TBlair185",2010,"Torrington Titans","Atlantic Collegiate",33,102,14,26,2,1,1,15,3,1,11,0,18,0,0,0,0
"KKonic186",2010,"Sag Harbor Whalers","Atlantic Collegiate",33,123,15,29,5,0,1,8,7,2,4,0,19,0,0,6,0
"JSimps187",2010,"Long Island Collegians","Atlantic Collegiate",33,94,12,25,5,0,0,13,9,2,10,0,14,0,0,1,0
"JSimps187",2011,"Long Island Collegians","Atlantic Collegiate",31,84,16,25,4,1,0,7,3,2,4,0,7,0,0,7,0
"BGose188",2010,"Conejo Oaks","California Collegiate League",33,80,7,12,1,0,0,10,1,1,9,0,19,5,0,0,2
"TKnezo189",2010,"Delaware Cows","Great Lakes Collegiate League",33,80,10,20,4,1,0,11,0,0,12,0,22,1,1,0,0
"TRicha190",2010,"Lima Locos","Great Lakes Collegiate League",33,103,15,27,5,0,0,16,0,1,22,0,19,0,0,0,2
"NBozem191",2010,"Waikiki Surfers","Hawaii Collegiate League",33,111,13,27,6,2,0,16,3,0,21,0,20,0,1,6,3
"KShepe192",2010,"Oahu Paddlers","Hawaii Collegiate League",33,92,26,24,0,2,0,11,10,3,30,0,25,2,2,3,1
"SGreen194",2010,"Clarinda As","MINK League",33,101,13,22,6,0,0,11,6,3,23,0,16,1,3,4,1
"KSaul195",2010,"North Adams SteepleCats","New England Collegiate League",33,108,17,32,5,3,0,10,14,6,15,0,14,1,1,3,1
